Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,event_date,elevation,slope,aspect,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
23461,MIZ/AZL/2024/601,Mizoram,Aizawl,,23.73472222,92.81333333,2024-05-28,428.0,32.8023,258.7756,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
23465,MIZ/AZL/2024/605,Mizoram,Aizawl,,23.73,92.75833333,2024-05-28,910.0,35.6282,332.4433,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
23468,MIZ/AZL/2024/608,Mizoram,Aizawl,,23.73055556,92.75861111,2024-05-28,893.0,36.5198,316.1705,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
23470,MIZ/AZL/2024/610,Mizoram,Aizawl,,23.72916667,92.76583333,2024-07-02,754.0,29.0887,152.5565,23.7,95.4,132.2,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.427042,0.341833,0.406531,Open-Meteo ERA5-Land,reanalysis,available
23472,MIZ/AZL/2024/612,Mizoram,Aizawl,,23.73027778,92.76861111,2024-08-28,728.0,31.9115,173.8873,37.3,62.3,96.1,Open-Meteo historical weather,reanalysis,available,0.424125,0.425375,0.421375,0.428,0.424719,Open-Meteo ERA5-Land,reanalysis,available
23473,MIZ/AZL/2024/613,Mizoram,Aizawl,,23.73222222,92.76555556,2024-07-02,892.0,37.3915,118.4592,23.7,95.4,132.2,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.427042,0.341833,0.406531,Open-Meteo ERA5-Land,reanalysis,available
23476,MIZ/AZL/2024/616,Mizoram,Aizawl,,23.73794444,92.78613889,2024-07-02,546.0,42.3452,306.8318,23.7,95.4,132.2,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.427042,0.341833,0.406531,Open-Meteo ERA5-Land,reanalysis,available
23477,MIZ/AZL/2024/617,Mizoram,Aizawl,,23.7375,92.78805556,2024-07-02,569.0,26.5521,88.6078,23.7,95.4,132.2,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.427042,0.341833,0.406531,Open-Meteo ERA5-Land,reanalysis,available
23480,MIZ/AZL/2024/620,Mizoram,Aizawl,,23.73388889,92.79388889,2024-07-02,320.0,20.0289,126.8326,23.7,95.4,132.2,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.427042,0.341833,0.406531,Open-Meteo ERA5-Land,reanalysis,available
23481,MIZ/AZL/2024/621,Mizoram,Aizawl,,23.72222222,92.79861111,2024-05-28,215.0,24.9147,343.4113,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
23482,MIZ/AZL/2024/622,Mizoram,Aizawl,,23.72138889,92.79944444,2024-07-02,209.0,19.0675,94.0283,23.7,95.4,132.2,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.427042,0.341833,0.406531,Open-Meteo ERA5-Land,reanalysis,available
23483,MIZ/AZL/2024/623,Mizoram,Aizawl,,23.72138889,92.85777778,2024-07-02,792.0,34.1986,296.1477,25.7,96.6,134.3,Open-Meteo historical weather,reanalysis,available,0.428167,0.429125,0.427,0.340333,0.406156,Open-Meteo ERA5-Land,reanalysis,available
23484,MIZ/AZL/2024/624,Mizoram,Aizawl,,23.72083333,92.86472222,2024-07-02,826.0,34.519,39.0398,25.7,96.6,134.3,Open-Meteo historical weather,reanalysis,available,0.428167,0.429125,0.427,0.340333,0.406156,Open-Meteo ERA5-Land,reanalysis,available
23487,MIZ/AZL/2024/627,Mizoram,Aizawl,,23.71166667,92.87833333,2024-07-02,612.0,30.5428,68.2618,25.7,96.6,134.3,Open-Meteo historical weather,reanalysis,available,0.428167,0.429125,0.427,0.340333,0.406156,Open-Meteo ERA5-Land,reanalysis,available
23488,MIZ/AZL/2024/628,Mizoram,Aizawl,,23.71111111,92.87861111,2024-06-28,592.0,34.4881,120.4391,9.9,33.3,61.7,Open-Meteo historical weather,reanalysis,available,0.417,0.419333,0.412542,0.325375,0.393562,Open-Meteo ERA5-Land,reanalysis,available
23489,MIZ/AZL/2024/629,Mizoram,Aizawl,,23.70333333,92.87638889,2024-07-18,566.0,2.1126,208.6375,3.4,38.5,57.5,Open-Meteo historical weather,reanalysis,available,0.415417,0.417125,0.41925,0.387208,0.40975,Open-Meteo ERA5-Land,reanalysis,available
23494,MIZ/AZL/2024/634,Mizoram,Aizawl,,23.73361111,92.84833333,2024-06-07,727.0,24.919,325.8459,1.4,1.7,14.0,Open-Meteo historical weather,reanalysis,available,0.385208,0.374833,0.358,0.32,0.35951,Open-Meteo ERA5-Land,reanalysis,available
23495,MIZ/AZL/2024/635,Mizoram,Aizawl,,23.73361111,92.85305556,2024-08-28,851.0,43.0716,0.2709,20.8,44.8,99.9,Open-Meteo historical weather,reanalysis,available,0.424875,0.42625,0.422333,0.428,0.425365,Open-Meteo ERA5-Land,reanalysis,available
23496,MIZ/AZL/2024/636,Mizoram,Aizawl,,23.735,92.85666667,2024-07-02,770.0,23.6414,288.3201,25.7,96.6,134.3,Open-Meteo historical weather,reanalysis,available,0.428167,0.429125,0.427,0.340333,0.406156,Open-Meteo ERA5-Land,reanalysis,available
23497,MIZ/AZL/2024/637,Mizoram,Aizawl,,23.73666667,92.85611111,2024-07-02,766.0,29.0164,256.4985,25.7,96.6,134.3,Open-Meteo historical weather,reanalysis,available,0.428167,0.429125,0.427,0.340333,0.406156,Open-Meteo ERA5-Land,reanalysis,available
23498,MIZ/AZL/2024/638,Mizoram,Aizawl,,23.73583333,92.85194444,2024-05-28,711.0,24.5583,27.6705,59.1,112.4,143.7,Open-Meteo historical weather,reanalysis,available,0.427667,0.425458,0.345167,0.31425,0.378135,Open-Meteo ERA5-Land,reanalysis,available
23499,MIZ/AZL/2024/639,Mizoram,Aizawl,,23.74416667,92.85555556,2024-09-25,833.0,27.2393,187.8981,20.3,44.9,49.5,Open-Meteo historical weather,reanalysis,available,0.425833,0.425792,0.408458,0.418,0.419521,Open-Meteo ERA5-Land,reanalysis,available
23500,MIZ/AZL/2024/640,Mizoram,Aizawl,,23.74361111,92.85416667,2024-09-25,823.0,29.3812,154.9109,20.3,44.9,49.5,Open-Meteo historical weather,reanalysis,available,0.425833,0.425792,0.408458,0.418,0.419521,Open-Meteo ERA5-Land,reanalysis,available
23501,MIZ/AZL/2024/641,Mizoram,Aizawl,,23.76111111,92.84777778,2024-07-02,790.0,32.6014,309.2548,24.5,107.0,153.1,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.426708,0.338875,0.405708,Open-Meteo ERA5-Land,reanalysis,available
23502,MIZ/AZL/2024/642,Mizoram,Aizawl,,23.76166667,92.85083333,2024-07-02,808.0,29.8292,316.0478,24.5,107.0,153.1,Open-Meteo historical weather,reanalysis,available,0.428208,0.429167,0.427125,0.340958,0.406365,Open-Meteo ERA5-Land,reanalysis,available
23503,MIZ/AZL/2024/643,Mizoram,Aizawl,,23.76527778,92.85,2024-07-02,774.0,33.297,222.8421,24.5,107.0,153.1,Open-Meteo historical weather,reanalysis,available,0.428208,0.429167,0.427125,0.340958,0.406365,Open-Meteo ERA5-Land,reanalysis,available
23504,MIZ/AZL/2024/644,Mizoram,Aizawl,,23.76861111,92.85138889,2024-07-02,772.0,31.1876,305.0968,24.5,107.0,153.1,Open-Meteo historical weather,reanalysis,available,0.428208,0.429167,0.427125,0.340958,0.406365,Open-Meteo ERA5-Land,reanalysis,available
23505,MIZ/AZL/2024/645,Mizoram,Aizawl,,23.77777778,92.8479,2024-05-28,678.0,38.4632,221.0641,47.7,88.6,107.8,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
23506,MIZ/AZL/2024/646,Mizoram,Aizawl,,23.774,92.848,2024-06-28,670.0,32.5817,318.9004,11.1,39.2,65.6,Open-Meteo historical weather,reanalysis,available,0.417458,0.41975,0.410042,0.326,0.393313,Open-Meteo ERA5-Land,reanalysis,available
23507,MIZ/AZL/2024/647,Mizoram,Aizawl,,23.7775,92.84833333,2024-05-28,686.0,37.4179,219.9133,47.7,88.6,107.8,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
23508,MIZ/AZL/2024/648,Mizoram,Aizawl,,23.77833333,92.84666667,2024-05-28,665.0,34.4192,229.036,47.7,88.6,107.8,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
23509,MIZ/AZL/2024/649,Mizoram,Aizawl,,23.77166667,92.84805556,2023-07-23,735.0,31.6228,273.3911,21.2,61.2,121.2,Open-Meteo historical weather,reanalysis,available,0.422125,0.422,0.413833,0.313167,0.392781,Open-Meteo ERA5-Land,reanalysis,available
23512,MIZ/AZL/2024/652,Mizoram,Aizawl,,23.77361111,92.84944444,2024-05-28,737.0,27.1837,318.4693,47.7,88.6,107.8,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
23517,MIZ/AZL/2024/657,Mizoram,Aizawl,,23.82638889,92.8325,2024-05-28,395.0,38.9204,246.9883,47.7,88.6,107.8,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
23519,MIZ/AZL/2024/659,Mizoram,Aizawl,,23.83277778,92.8325,2024-07-02,350.0,36.2796,229.415,20.8,102.8,160.4,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.426708,0.338875,0.405708,Open-Meteo ERA5-Land,reanalysis,available
23520,MIZ/AZL/2024/660,Mizoram,Aizawl,,23.83888889,92.83194444,2024-07-02,262.0,24.4609,287.6063,20.8,102.8,160.4,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.426708,0.338875,0.405708,Open-Meteo ERA5-Land,reanalysis,available
23521,MIZ/AZL/2024/661,Mizoram,Aizawl,,23.84777778,92.83694444,2024-05-28,376.0,22.4429,248.7451,52.3,106.3,120.6,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
23522,MIZ/AZL/2024/662,Mizoram,Aizawl,,23.85194444,92.83305556,2024-09-25,165.0,15.2357,262.3149,19.6,46.9,50.1,Open-Meteo historical weather,reanalysis,available,0.427292,0.428167,0.420042,0.418,0.423375,Open-Meteo ERA5-Land,reanalysis,available
23523,MIZ/AZL/2024/663,Mizoram,Aizawl,,23.86222222,92.83666667,2024-07-02,239.0,19.4743,210.8694,19.9,104.6,162.6,Open-Meteo historical weather,reanalysis,available,0.428125,0.429,0.42675,0.334417,0.404573,Open-Meteo ERA5-Land,reanalysis,available
23525,MIZ/AZL/2024/665,Mizoram,Aizawl,,23.87777778,92.84083333,2024-09-25,374.0,41.2509,355.3687,19.6,46.9,50.1,Open-Meteo historical weather,reanalysis,available,0.427292,0.428167,0.420042,0.418,0.423375,Open-Meteo ERA5-Land,reanalysis,available
23526,MIZ/AZL/2024/666,Mizoram,Aizawl,,23.88583333,92.85055556,2024-09-28,514.0,30.8791,236.7583,1.3,10.0,56.9,Open-Meteo historical weather,reanalysis,available,0.404,0.40925,0.418292,0.417,0.412135,Open-Meteo ERA5-Land,reanalysis,available
23527,MIZ/AZL/2024/667,Mizoram,Aizawl,,23.89277778,92.85083333,2024-09-28,582.0,26.3374,155.1507,1.3,10.0,56.9,Open-Meteo historical weather,reanalysis,available,0.404,0.40925,0.418292,0.417,0.412135,Open-Meteo ERA5-Land,reanalysis,available
23528,MIZ/AZL/2024/668,Mizoram,Aizawl,,23.89138889,92.84888889,2024-07-02,568.0,24.1828,162.8005,19.9,104.6,162.6,Open-Meteo historical weather,reanalysis,available,0.428125,0.429,0.42675,0.334417,0.404573,Open-Meteo ERA5-Land,reanalysis,available
23529,MIZ/AZL/2024/669,Mizoram,Aizawl,,23.89305556,92.84722222,2024-09-28,573.0,22.8814,257.2587,1.3,10.0,56.9,Open-Meteo historical weather,reanalysis,available,0.405375,0.410417,0.421917,0.42,0.414427,Open-Meteo ERA5-Land,reanalysis,available
23530,MIZ/AZL/2024/670,Mizoram,Aizawl,,23.88361111,92.85305556,2024-08-17,658.0,31.0472,270.7704,57.5,105.3,138.5,Open-Meteo historical weather,reanalysis,available,0.427917,0.427917,0.428125,0.418958,0.425729,Open-Meteo ERA5-Land,reanalysis,available
23531,MIZ/AZL/2024/671,Mizoram,Aizawl,,23.88527778,92.8575,2024-09-25,702.0,28.2761,135.6214,19.6,46.9,50.1,Open-Meteo historical weather,reanalysis,available,0.426917,0.427208,0.413917,0.417,0.42126,Open-Meteo ERA5-Land,reanalysis,available
23532,MIZ/AZL/2024/672,Mizoram,Aizawl,,23.76972222,92.76,2024-07-02,1166.0,42.5093,309.4768,24.8,101.3,141.2,Open-Meteo historical weather,reanalysis,available,0.428167,0.429083,0.426708,0.338875,0.405708,Open-Meteo ERA5-Land,reanalysis,available
23533,MIZ/AZL/2024/705,Mizoram,Aizawl,,24.03503889,93.54139444,2024-09-28,1012.0,27.4351,300.4455,1.5,9.7,54.4,Open-Meteo historical weather,reanalysis,available,0.392625,0.397833,0.3985,0.414,0.40074,Open-Meteo ERA5-Land,reanalysis,available
23534,MIZ/AZL/2024/706,Mizoram,Aizawl,,24.05808333,93.49808333,2024-10-07,1244.0,11.2318,121.9961,3.4,9.8,77.6,Open-Meteo historical weather,reanalysis,available,0.419,0.422,0.422667,0.418708,0.420594,Open-Meteo ERA5-Land,reanalysis,available
23535,MIZ/AZL/2024/707,Mizoram,Aizawl,,24.04531667,93.49220278,2024-10-07,1340.0,15.0536,81.3458,3.4,9.8,77.6,Open-Meteo historical weather,reanalysis,available,0.418792,0.421708,0.422542,0.418,0.42026,Open-Meteo ERA5-Land,reanalysis,available
23536,MIZ/AZL/2024/708,Mizoram,Aizawl,,24.090025,93.54191667,2024-10-07,705.0,18.8698,5.9558,3.8,10.9,70.3,Open-Meteo historical weather,reanalysis,available,0.419,0.422,0.422667,0.418708,0.420594,Open-Meteo ERA5-Land,reanalysis,available
23537,MIZ/AZL/2024/709,Mizoram,Aizawl,,24.10864167,93.54198333,2024-09-28,741.0,5.5901,85.2565,1.1,7.5,24.7,Open-Meteo historical weather,reanalysis,available,0.394083,0.398875,0.39825,0.413292,0.401125,Open-Meteo ERA5-Land,reanalysis,available
23538,MIZ/AZL/2024/710,Mizoram,Aizawl,,24.12682222,93.54013889,2024-09-28,765.0,22.4324,40.1262,1.1,7.5,24.7,Open-Meteo historical weather,reanalysis,available,0.394083,0.398875,0.39825,0.413292,0.401125,Open-Meteo ERA5-Land,reanalysis,available
23539,MIZ/AZL/2024/711,Mizoram,Aizawl,,24.12715278,93.53351389,2024-10-07,633.0,17.3244,101.2218,7.3,12.1,63.7,Open-Meteo historical weather,reanalysis,available,0.419,0.422,0.422667,0.418708,0.420594,Open-Meteo ERA5-Land,reanalysis,available
23540,MIZ/AZL/2024/712,Mizoram,Aizawl,,24.17180556,93.54406667,2024-07-02,659.0,26.5277,84.4171,16.6,74.9,128.3,Open-Meteo historical weather,reanalysis,available,0.428208,0.428458,0.422333,0.317542,0.399135,Open-Meteo ERA5-Land,reanalysis,available
23541,MIZ/AZL/2024/713,Mizoram,Aizawl,,24.18291667,93.53441944,2024-07-02,785.0,27.8609,106.9135,16.6,74.9,128.3,Open-Meteo historical weather,reanalysis,available,0.428208,0.428458,0.422333,0.317542,0.399135,Open-Meteo ERA5-Land,reanalysis,available
23542,MIZ/AZL/2024/714,Mizoram,Aizawl,,24.18566111,93.53935278,2024-07-02,673.0,23.0086,223.5909,16.6,74.9,128.3,Open-Meteo historical weather,reanalysis,available,0.428208,0.428458,0.422333,0.317542,0.399135,Open-Meteo ERA5-Land,reanalysis,available
23543,MIZ/AZL/2024/715,Mizoram,Aizawl,,24.24449722,93.55275833,2024-07-02,1018.0,21.9418,164.6673,19.4,94.6,130.9,Open-Meteo historical weather,reanalysis,available,0.453708,0.457083,0.476667,0.394083,0.445385,Open-Meteo ERA5-Land,reanalysis,available
23544,MIZ/AZL/2024/716,Mizoram,Aizawl,,24.24755556,93.54809722,2024-07-02,1166.0,27.1012,160.2295,18.6,100.9,149.9,Open-Meteo historical weather,reanalysis,available,0.428208,0.428458,0.422333,0.317542,0.399135,Open-Meteo ERA5-Land,reanalysis,available
23545,MIZ/AZL/2024/717,Mizoram,Aizawl,,24.28840278,93.58591389,2024-08-13,798.0,25.0005,231.3287,8.2,18.8,42.2,Open-Meteo historical weather,reanalysis,available,0.45275,0.455458,0.445542,0.463,0.454188,Open-Meteo ERA5-Land,reanalysis,available
23546,MIZ/AZL/2024/718,Mizoram,Aizawl,,24.29982222,93.59040833,2024-08-13,786.0,26.4235,319.9558,8.2,18.8,42.2,Open-Meteo historical weather,reanalysis,available,0.45275,0.455458,0.445542,0.463,0.454188,Open-Meteo ERA5-Land,reanalysis,available
23547,MIZ/AZL/2024/719,Mizoram,Aizawl,,24.30768611,93.58120556,2024-08-13,735.0,9.7883,72.2448,8.2,18.8,42.2,Open-Meteo historical weather,reanalysis,available,0.45275,0.455458,0.445542,0.463,0.454188,Open-Meteo ERA5-Land,reanalysis,available
23548,MIZ/AZL/2024/720,Mizoram,Aizawl,,24.30711944,93.59375833,2024-08-13,905.0,23.515,201.5549,8.2,18.8,42.2,Open-Meteo historical weather,reanalysis,available,0.45275,0.455458,0.445542,0.463,0.454188,Open-Meteo ERA5-Land,reanalysis,available
23549,MIZ/AZL/2024/721,Mizoram,Aizawl,,24.33915833,93.66233611,2024-08-13,1042.0,15.7354,25.1912,2.6,18.0,54.8,Open-Meteo historical weather,reanalysis,available,0.4875,0.491333,0.488167,0.512,0.49475,Open-Meteo ERA5-Land,reanalysis,available
23550,MIZ/AZL/2024/722,Mizoram,Aizawl,,24.33331944,93.65702778,2024-08-13,1097.0,13.317,113.1559,2.6,18.0,54.8,Open-Meteo historical weather,reanalysis,available,0.4875,0.491333,0.488167,0.512,0.49475,Open-Meteo ERA5-Land,reanalysis,available
23551,MIZ/AZL/2024/723,Mizoram,Aizawl,,24.33300556,93.65357222,2024-09-28,1160.0,4.7762,73.1053,0.8,16.1,39.5,Open-Meteo historical weather,reanalysis,available,0.472208,0.475375,0.446,0.496,0.472396,Open-Meteo ERA5-Land,reanalysis,available
23552,MIZ/AZL/2024/724,Mizoram,Aizawl,,24.3309,93.66054444,2024-08-13,1049.0,8.0717,110.0254,2.6,18.0,54.8,Open-Meteo historical weather,reanalysis,available,0.4875,0.491333,0.488167,0.512,0.49475,Open-Meteo ERA5-Land,reanalysis,available
23553,MIZ/AZL/2024/725,Mizoram,Aizawl,,24.32773611,93.57937222,2024-07-02,781.0,22.4169,191.1744,18.6,100.9,149.9,Open-Meteo historical weather,reanalysis,available,0.459833,0.469042,0.469667,0.383917,0.445615,Open-Meteo ERA5-Land,reanalysis,available
23554,MIZ/AZL/2024/726,Mizoram,Aizawl,,24.39255556,93.65468611,2024-08-13,1561.0,43.7902,45.1703,2.6,18.0,54.8,Open-Meteo historical weather,reanalysis,available,0.452917,0.455083,0.490042,0.497,0.47376,Open-Meteo ERA5-Land,reanalysis,available
23556,MIZ/AZL/2024/728,Mizoram,Aizawl,,24.49112222,93.62215556,2024-08-13,1216.0,29.4382,142.0743,3.4,30.8,57.7,Open-Meteo historical weather,reanalysis,available,0.436542,0.437292,0.458042,0.465,0.449219,Open-Meteo ERA5-Land,reanalysis,available
23558,MIZ/AZL/2024/730,Mizoram,Aizawl,,24.48458889,93.58781944,2024-08-13,817.0,19.1307,299.3405,7.1,39.7,84.1,Open-Meteo historical weather,reanalysis,available,0.436542,0.437292,0.458042,0.465,0.449219,Open-Meteo ERA5-Land,reanalysis,available
23559,MIZ/AZL/2024/731,Mizoram,Aizawl,,24.492825,93.58643611,2024-09-28,632.0,12.7412,300.0751,4.8,31.0,65.2,Open-Meteo historical weather,reanalysis,available,0.436625,0.437625,0.412458,0.448,0.433677,Open-Meteo ERA5-Land,reanalysis,available
23560,MIZ/AZL/2024/732,Mizoram,Aizawl,,24.51785556,93.55086944,2024-08-13,1019.0,12.5727,202.2676,7.1,39.7,84.1,Open-Meteo historical weather,reanalysis,available,0.436542,0.437292,0.458042,0.465,0.449219,Open-Meteo ERA5-Land,reanalysis,available
23562,MIZ/AZL/2024/734,Mizoram,Aizawl,,24.52308611,93.57206944,2024-09-28,758.0,14.4334,284.5711,4.8,31.0,65.2,Open-Meteo historical weather,reanalysis,available,0.436625,0.437625,0.412458,0.448,0.433677,Open-Meteo ERA5-Land,reanalysis,available
23563,MIZ/AZL/2024/735,Mizoram,Aizawl,,24.48338333,93.58848056,2024-09-28,862.0,18.3773,294.4675,4.8,31.0,65.2,Open-Meteo historical weather,reanalysis,available,0.436625,0.437625,0.412458,0.448,0.433677,Open-Meteo ERA5-Land,reanalysis,available
23564,MIZ/KOL/2024/736,Mizoram,Kolasib,,24.450125,93.35963889,2024-08-08,328.0,7.9271,292.1992,18.5,38.8,104.3,Open-Meteo historical weather,reanalysis,available,0.424208,0.424875,0.427417,0.429208,0.426427,Open-Meteo ERA5-Land,reanalysis,available
23565,MIZ/KOL/2024/737,Mizoram,Kolasib,,24.48857222,93.36792222,2024-09-28,268.0,13.3263,52.0444,5.4,28.2,76.5,Open-Meteo historical weather,reanalysis,available,0.408708,0.412458,0.413542,0.414,0.412177,Open-Meteo ERA5-Land,reanalysis,available
23566,MIZ/KOL/2024/738,Mizoram,Kolasib,,24.54263333,93.39741944,2024-08-18,560.0,40.9928,236.0273,21.7,55.7,112.4,Open-Meteo historical weather,reanalysis,available,0.42775,0.427458,0.428708,0.429292,0.428302,Open-Meteo ERA5-Land,reanalysis,available
23567,MIZ/KOL/2024/739,Mizoram,Kolasib,,24.60002222,93.37166389,2024-10-21,863.0,15.6439,127.3711,0.0,9.7,14.0,Open-Meteo historical weather,reanalysis,available,0.359625,0.363708,0.384167,0.415708,0.380802,Open-Meteo ERA5-Land,reanalysis,available
23568,MIZ/KOL/2024/740,Mizoram,Kolasib,,24.60067222,93.37223056,2024-10-21,854.0,22.6701,124.8643,0.0,9.7,14.0,Open-Meteo historical weather,reanalysis,available,0.359625,0.363708,0.384167,0.415708,0.380802,Open-Meteo ERA5-Land,reanalysis,available
23569,MIZ/KOL/2024/741,Mizoram,Kolasib,,24.60372222,93.37223056,2024-07-02,815.0,31.2069,45.4564,33.6,134.8,214.0,Open-Meteo historical weather,reanalysis,available,0.427792,0.428917,0.427708,0.374667,0.414771,Open-Meteo ERA5-Land,reanalysis,available
23570,MIZ/KOL/2024/742,Mizoram,Kolasib,,24.66895556,93.33700556,2024-07-02,832.0,31.1743,222.6253,34.9,155.3,230.1,Open-Meteo historical weather,reanalysis,available,0.427833,0.429,0.427917,0.3765,0.415312,Open-Meteo ERA5-Land,reanalysis,available
23572,MIZ/KOL/2024/744,Mizoram,Kolasib,,24.76606111,93.30076667,2024-08-13,451.0,22.7138,165.1947,15.9,27.6,86.4,Open-Meteo historical weather,reanalysis,available,0.406583,0.411292,0.419667,0.428708,0.416562,Open-Meteo ERA5-Land,reanalysis,available
23573,MIZ/KOL/2024/745,Mizoram,Kolasib,,24.73838889,93.30909722,2024-08-18,264.0,25.3663,201.5021,21.6,71.0,130.0,Open-Meteo historical weather,reanalysis,available,0.428458,0.428625,0.428458,0.429292,0.428708,Open-Meteo ERA5-Land,reanalysis,available
23574,MIZ/KOL/2024/746,Mizoram,Kolasib,,24.72074444,93.30899167,2024-07-02,372.0,6.4847,175.5038,43.5,154.4,267.5,Open-Meteo historical weather,reanalysis,available,0.427833,0.429,0.427917,0.3765,0.415312,Open-Meteo ERA5-Land,reanalysis,available
23575,MIZ/KOL/2024/747,Mizoram,Kolasib,,24.716225,93.32551389,2024-08-18,116.0,16.0219,301.429,21.6,71.0,130.0,Open-Meteo historical weather,reanalysis,available,0.428458,0.428625,0.428458,0.429292,0.428708,Open-Meteo ERA5-Land,reanalysis,available
23576,MIZ/KOL/2024/748,Mizoram,Kolasib,,24.70553333,93.33064167,2024-09-28,371.0,24.6057,56.7775,3.9,21.9,61.4,Open-Meteo historical weather,reanalysis,available,0.406417,0.409375,0.407,0.413,0.408948,Open-Meteo ERA5-Land,reanalysis,available
23577,MIZ/KOL/2024/749,Mizoram,Kolasib,,24.60719444,93.46784722,2024-08-19,1112.0,22.3947,51.0561,29.3,79.3,117.7,Open-Meteo historical weather,reanalysis,available,0.427042,0.427458,0.427125,0.429333,0.42774,Open-Meteo ERA5-Land,reanalysis,available
23578,MIZ/KOL/2024/750,Mizoram,Kolasib,,24.60853333,93.41668333,2024-08-18,944.0,38.3905,270.0,32.5,62.9,107.2,Open-Meteo historical weather,reanalysis,available,0.4285,0.428583,0.428917,0.428708,0.428677,Open-Meteo ERA5-Land,reanalysis,available
23580,MIZ/AZL/2024/752,Mizoram,Aizawl,,23.09758333,93.21623333,2024-07-02,878.0,29.0428,183.1794,19.3,83.2,154.5,Open-Meteo historical weather,reanalysis,available,0.428375,0.428708,0.42575,0.319667,0.400625,Open-Meteo ERA5-Land,reanalysis,available
23581,MIZ/AZL/2024/753,Mizoram,Aizawl,,23.10851389,93.20975,2024-06-28,1106.0,23.7403,82.0665,7.8,61.5,88.4,Open-Meteo historical weather,reanalysis,available,0.412542,0.413333,0.394542,0.30975,0.382542,Open-Meteo ERA5-Land,reanalysis,available
23582,MIZ/AZL/2024/754,Mizoram,Aizawl,,23.10172778,93.20231944,2024-05-28,1175.0,19.0932,148.5914,31.8,60.9,90.4,Open-Meteo historical weather,reanalysis,available,0.426417,0.414833,0.243792,0.310833,0.348969,Open-Meteo ERA5-Land,reanalysis,available
23583,MIZ/AZL/2024/755,Mizoram,Aizawl,,23.101925,93.20426111,2024-07-02,1121.0,27.5924,129.9948,19.3,83.2,154.5,Open-Meteo historical weather,reanalysis,available,0.428375,0.428708,0.42575,0.319667,0.400625,Open-Meteo ERA5-Land,reanalysis,available
23584,MIZ/AZL/2024/756,Mizoram,Aizawl,,23.10184722,93.20138889,2024-09-28,1202.0,21.8119,126.6274,10.5,35.4,60.0,Open-Meteo historical weather,reanalysis,available,0.393875,0.397125,0.3955,0.418,0.401125,Open-Meteo ERA5-Land,reanalysis,available
23587,MIZ/AZL/2024/759,Mizoram,Aizawl,,23.09759444,93.21089444,2024-07-02,924.0,33.2923,153.3279,19.3,83.2,154.5,Open-Meteo historical weather,reanalysis,available,0.428375,0.428708,0.42575,0.319667,0.400625,Open-Meteo ERA5-Land,reanalysis,available
23588,MIZ/AZL/2024/760,Mizoram,Aizawl,,23.09561111,93.20786389,2024-05-28,1000.0,20.6569,356.655,31.8,60.9,90.4,Open-Meteo historical weather,reanalysis,available,0.426417,0.414833,0.243792,0.310833,0.348969,Open-Meteo ERA5-Land,reanalysis,available
23590,MIZ/AZL/2024/762,Mizoram,Aizawl,,23.10100556,93.19393611,2024-07-02,1048.0,21.7626,221.396,19.3,83.2,154.5,Open-Meteo historical weather,reanalysis,available,0.428375,0.428708,0.42575,0.319667,0.400625,Open-Meteo ERA5-Land,reanalysis,available
