rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,elevation,slope,aspect,landslide,sample_source,data_type,State,Latitude,Longitude,event_date
19.2,108.2,210.2,0.37299,712.0,19.7674,101.6947,1,GSI_field_inventory,observed_landslide,Mizoram,23.077813,92.89844,
9.3,92.5,267.8,0.480342,912.0,11.189,55.0951,0,spatial_background_sample,spatial_background_reference,Assam,26.221791,93.567268,2014-05-10
5.9,10.1,30.1,0.393253,4812.0,58.3957,104.9918,0,spatial_background_sample,spatial_background_reference,Sikkim,27.651568,88.348896,2022-05-29
15.5,45.8,126.5,0.413799,90.0,5.214,100.2064,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.813552,90.173984,2007-08-18
7.6,9.3,30.2,0.408034,5053.0,3.4789,322.9322,0,spatial_background_sample,spatial_background_reference,Sikkim,28.051891,88.725709,2012-06-22
0.0,0.0,9.6,0.264167,4673.0,27.032,284.6863,0,spatial_background_sample,spatial_background_reference,Sikkim,27.80328,88.352817,2022-11-20
15.3,65.4,81.7,0.39574,68.0,4.6222,0.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.99618,91.956018,2018-05-18
11.8,31.4,64.6,0.440432,1118.0,21.6542,215.4576,0,spatial_background_sample,spatial_background_reference,Manipur,24.119681,93.68166,2007-08-24
61.9,120.9,163.8,0.380563,451.0,30.0593,180.4373,1,GSI_field_inventory,observed_landslide,Mizoram,23.61138889,92.80333333,
17.1,29.4,136.8,0.420698,988.0,33.4164,178.8381,1,GSI_field_inventory,observed_landslide,Manipur,24.84833,93.45917,
3.8,13.5,41.4,0.424472,4243.0,7.7465,306.4652,0,spatial_background_sample,spatial_background_reference,Sikkim,27.523093,88.113342,2022-05-29
2.5,15.0,30.6,0.408042,55.0,8.4897,71.0357,0,spatial_background_sample,spatial_background_reference,Tripura,23.602221,91.562122,2009-07-10
15.3,29.2,85.0,0.477394,139.0,2.7885,131.6025,0,spatial_background_sample,spatial_background_reference,Assam,27.386951,95.576925,2017-06-16
30.2,149.9,265.2,0.372094,1024.0,36.4526,208.1086,1,GSI_field_inventory,observed_landslide,Mizoram,23.272548,92.874296,
5.5,51.2,65.4,0.413885,5270.0,42.321,79.7717,0,spatial_background_sample,spatial_background_reference,Sikkim,27.853304,88.601704,2014-07-01
24.5,51.5,108.5,0.425475,2076.0,8.5777,77.6198,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.596597,96.05878,2016-07-17
8.4,35.1,51.1,0.414704,799.0,40.1605,282.1675,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.108469,94.491901,2016-04-22
2.9,9.2,23.4,0.364088,4610.0,34.5155,344.5891,0,spatial_background_sample,spatial_background_reference,Sikkim,27.770122,88.34185,2025-09-11
6.7,66.4,92.7,0.426445,4842.0,10.5172,209.4282,0,spatial_background_sample,spatial_background_reference,Sikkim,27.583639,88.196874,2014-07-01
6.7,14.8,39.7,0.419827,4576.0,5.5435,289.4633,0,spatial_background_sample,spatial_background_reference,Sikkim,27.933183,88.433983,2022-06-15
1.6,5.5,19.9,0.39236,5151.0,38.6576,79.5183,0,spatial_background_sample,spatial_background_reference,Sikkim,27.879327,88.790169,2025-09-11
15.5,34.9,102.3,0.424954,3603.0,18.222,252.8605,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,29.098638,94.404132,2016-07-16
0.4,39.3,145.3,0.493885,58.0,3.4608,216.6661,0,spatial_background_sample,spatial_background_reference,Assam,26.426497,92.318134,2016-05-22
53.2,66.5,103.9,0.487632,104.0,3.6368,300.5841,0,spatial_background_sample,spatial_background_reference,Assam,27.559077,94.91797,2016-07-14
61.9,120.9,163.8,0.376667,888.0,25.1637,30.5219,1,GSI_field_inventory,observed_landslide,Mizoram,23.66055556,92.72527778,
2.4,15.4,47.2,0.490939,53.0,4.941,55.867,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.330616,90.284677,2007-09-15
1.5,11.3,28.0,0.404493,49.0,2.0291,90.0,0,spatial_background_sample,spatial_background_reference,Tripura,24.110221,91.844847,2009-07-10
54.1,313.9,433.5,0.379885,762.0,18.6793,81.7412,1,GSI_field_inventory,observed_landslide,Mizoram,23.17824,92.491031,
11.6,56.2,71.2,0.379405,39.0,7.3707,180.0,0,spatial_background_sample,spatial_background_reference,Tripura,24.322675,91.97261,2018-05-18
62.6,81.1,221.6,0.468488,52.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.04786,91.496464,2017-06-16
24.6,107.8,151.1,0.491979,207.0,3.8455,195.7976,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.917287,96.142,2016-07-17
5.9,24.4,37.4,0.39558,5074.0,23.0696,133.1074,0,spatial_background_sample,spatial_background_reference,Sikkim,27.868165,88.797048,2012-06-26
48.6,119.1,145.6,0.49324,186.0,21.9533,281.5706,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.731196,90.272428,2009-07-01
44.2,151.2,167.9,0.493046,207.0,7.3707,180.0,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.858606,96.192827,2016-07-16
99.2,169.1,332.7,0.403866,59.0,1.0296,90.0,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.878322,90.132726,2020-05-26
12.8,30.4,64.8,0.493594,1523.0,19.763,88.7092,1,GSI_field_inventory,observed_landslide,Nagaland,25.66754722,94.08075278,
21.1,77.3,79.6,0.42076,789.0,26.6637,335.6003,1,GSI_field_inventory,observed_landslide,Mizoram,23.51944444,92.70055556,
50.9,155.2,216.8,0.495778,725.0,39.089,211.1415,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.71941,96.470087,2016-07-17
22.3,36.8,92.0,0.481548,104.0,2.9639,339.5375,0,spatial_background_sample,spatial_background_reference,Assam,26.706452,91.804838,2020-06-02
20.1,65.8,80.2,0.372754,89.0,16.6862,35.9872,0,spatial_background_sample,spatial_background_reference,Tripura,23.361763,91.662964,2018-05-18
31.2,94.3,112.9,0.460378,27.0,3.1666,73.0058,0,spatial_background_sample,spatial_background_reference,Tripura,23.528841,91.4584,2018-05-18
22.1,52.5,168.8,0.421,110.0,10.5356,314.1322,1,GSI_field_inventory,observed_landslide,Mizoram,24.56062778,93.18938889,
2.0,7.4,50.6,0.46258,145.0,1.8523,180.0,0,spatial_background_sample,spatial_background_reference,Assam,25.960439,93.111349,2020-06-02
3.1,10.5,56.4,0.426976,4019.0,31.1445,302.3543,0,spatial_background_sample,spatial_background_reference,Sikkim,27.51352,88.178025,2022-10-10
23.7,93.9,155.0,0.393781,816.0,28.773,21.7874,1,GSI_field_inventory,observed_landslide,Mizoram,24.02782222,93.28944444,
12.3,15.8,36.4,0.399244,4835.0,54.1294,257.8507,0,spatial_background_sample,spatial_background_reference,Sikkim,27.742911,88.326516,2022-06-15
5.9,10.5,51.8,0.409082,5132.0,55.6449,90.0,0,spatial_background_sample,spatial_background_reference,Sikkim,27.842178,88.604056,2022-10-10
9.5,68.3,82.2,0.384543,44.0,2.2309,65.4759,0,spatial_background_sample,spatial_background_reference,Tripura,24.15109,92.008041,2018-05-18
16.1,23.5,92.7,0.354426,5058.0,7.5223,255.8239,0,spatial_background_sample,spatial_background_reference,Sikkim,27.860831,88.269393,2012-06-22
32.3,193.2,214.1,0.487964,178.0,4.2469,330.5736,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.57546,96.005799,2016-07-16
21.5,68.8,120.5,0.426775,3044.0,46.9289,176.0749,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.957502,97.05349,2016-07-16
9.9,49.6,74.8,0.374674,140.0,4.2132,28.5993,0,spatial_background_sample,spatial_background_reference,Tripura,23.495583,91.94265,2018-05-18
9.7,32.4,137.0,0.486591,118.0,6.5372,8.9865,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.3986,90.262579,2007-08-18
14.7,161.8,209.1,0.490173,740.0,21.6065,317.2964,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.449996,90.454929,2025-05-31
13.1,70.1,180.5,0.346821,645.0,15.6134,305.3527,0,spatial_background_sample,spatial_background_reference,Mizoram,22.743058,93.093954,2025-05-31
15.7,61.0,75.3,0.372086,199.0,19.5166,209.9145,0,spatial_background_sample,spatial_background_reference,Tripura,23.828985,91.961152,2018-05-18
22.0,60.0,99.6,0.367725,85.0,8.8863,136.3796,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.91434,90.660463,2022-04-04
5.0,14.9,34.7,0.399095,51.0,2.2205,294.6463,0,spatial_background_sample,spatial_background_reference,Tripura,23.418494,91.655561,2009-07-10
6.3,13.1,32.9,0.480016,28.0,4.4409,294.6077,0,spatial_background_sample,spatial_background_reference,Tripura,23.652255,91.276986,2009-07-10
57.8,114.3,148.9,0.469564,79.0,5.5423,213.5714,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.304412,90.162901,2025-05-30
61.9,120.9,163.8,0.376667,978.0,39.3651,102.8256,1,GSI_field_inventory,observed_landslide,Mizoram,23.69277778,92.72055556,
44.0,81.0,97.3,0.407885,35.0,2.7772,180.0,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.226757,90.260042,2009-06-29
13.9,60.8,122.6,0.425626,3296.0,35.9937,348.3704,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.941261,97.015514,2016-07-17
18.0,66.3,87.0,0.387527,62.0,7.1185,82.5607,0,spatial_background_sample,spatial_background_reference,Tripura,23.931729,92.000729,2018-05-18
7.3,52.6,130.7,0.424963,5030.0,25.0647,69.7732,0,spatial_background_sample,spatial_background_reference,Sikkim,27.833907,88.853236,2012-07-17
79.8,111.0,197.4,0.42208,1633.0,39.9076,335.3224,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.379458,95.56307,2016-07-17
60.6,302.9,428.6,0.380031,549.0,17.0433,324.9328,1,GSI_field_inventory,observed_landslide,Mizoram,23.206413,92.632701,
19.9,104.6,162.6,0.404573,239.0,19.4743,210.8694,1,GSI_field_inventory,observed_landslide,Mizoram,23.86222222,92.83666667,
4.2,8.5,12.6,0.386482,142.0,6.0524,90.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.792511,91.909036,2009-07-10
3.0,14.5,58.8,0.475677,252.0,19.239,210.8968,1,GSI_field_inventory,observed_landslide,Assam,25.40586111,93.11097222,
15.0,29.0,106.3,0.424177,1788.0,21.9643,272.2978,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.023095,93.938801,2016-07-17
36.7,177.6,279.2,0.47504,2870.0,36.6683,214.3816,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.801047,96.553713,2016-04-22
1.2,1.5,19.4,0.34275,5677.0,16.1929,250.4828,0,spatial_background_sample,spatial_background_reference,Sikkim,27.607566,88.144521,2022-05-29
18.3,103.4,146.9,0.490089,367.0,19.9763,36.8038,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,26.997059,95.274694,2016-07-16
104.8,129.3,159.3,0.400714,62.0,22.0619,23.4175,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.378611,89.860741,2024-06-30
14.9,77.9,103.2,0.403296,30.0,2.7459,132.3969,0,spatial_background_sample,spatial_background_reference,Tripura,24.073227,91.568927,2018-05-18
2.7,12.2,20.0,0.391854,240.0,21.5194,38.8165,0,spatial_background_sample,spatial_background_reference,Tripura,23.665145,91.737886,2009-07-10
11.7,45.5,84.7,0.426121,4072.0,51.1413,289.008,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.130484,96.912244,2016-07-16
21.5,68.8,120.5,0.420006,2301.0,14.2192,163.1713,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.158186,97.142491,2016-07-16
7.6,9.3,30.2,0.286686,5651.0,14.9383,136.6588,0,spatial_background_sample,spatial_background_reference,Sikkim,27.988718,88.838247,2012-06-22
79.6,219.1,295.4,0.300747,29.0,3.4575,36.593,0,spatial_background_sample,spatial_background_reference,Assam,26.11719,90.479798,2022-05-14
1.9,12.3,24.2,0.398457,41.0,2.1115,151.2977,0,spatial_background_sample,spatial_background_reference,Tripura,24.051186,91.552851,2009-07-10
2.5,15.0,30.6,0.48618,55.0,10.8298,47.4526,0,spatial_background_sample,spatial_background_reference,Tripura,23.385831,91.384338,2009-07-10
17.2,31.5,143.0,0.411396,94.0,0.9264,0.0,0,spatial_background_sample,spatial_background_reference,Assam,27.382696,94.438514,2016-05-22
15.1,58.8,78.2,0.372092,101.0,2.2205,114.646,0,spatial_background_sample,spatial_background_reference,Tripura,23.420142,91.868133,2018-05-18
10.4,29.2,70.5,0.481403,186.0,1.0285,90.0,0,spatial_background_sample,spatial_background_reference,Nagaland,25.752522,93.627564,2025-07-29
17.1,76.4,126.8,0.426969,3946.0,35.0818,337.0582,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.631866,92.323322,2016-07-16
3.3,36.0,139.4,0.461518,779.0,3.8377,15.3786,0,spatial_background_sample,spatial_background_reference,Manipur,24.639828,94.033902,2007-09-09
10.3,33.3,51.8,0.469368,34.0,0.0,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.23085,90.783097,2016-05-27
9.5,68.3,82.2,0.384543,36.0,7.0713,90.0,0,spatial_background_sample,spatial_background_reference,Tripura,24.154181,92.027151,2018-05-18
13.1,47.5,72.4,0.415908,3206.0,35.8982,75.7751,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.868432,96.400692,2016-04-22
21.0,53.7,110.7,0.49044,702.0,7.6633,291.1321,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.596537,90.912333,2024-06-17
14.0,26.2,43.7,0.39432,76.0,13.745,329.2452,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.190221,90.403983,2013-08-06
13.6,69.4,88.9,0.42175,1082.0,29.6546,132.4753,1,GSI_field_inventory,observed_landslide,Mizoram,23.7175,92.71972222,
5.4,133.9,217.7,0.384222,777.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Manipur,24.642555,93.947686,2018-06-14
7.0,57.3,98.1,0.490793,206.0,1.8523,0.0,0,spatial_background_sample,spatial_background_reference,Manipur,23.959829,94.168132,2007-08-28
22.3,96.9,136.9,0.463159,146.0,1.3922,131.7089,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,26.969734,93.010441,2016-07-17
19.1,48.4,122.8,0.425439,2420.0,23.8219,123.3225,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.766733,94.210004,2016-07-17
25.5,156.0,287.1,0.480815,58.0,4.1139,90.0,0,spatial_background_sample,spatial_background_reference,Assam,25.939356,90.960178,2016-05-17
0.4,6.8,19.0,0.402174,4937.0,23.6971,228.4612,0,spatial_background_sample,spatial_background_reference,Sikkim,27.633295,88.171568,2022-08-25
26.9,92.3,209.8,0.489344,405.0,8.9282,322.994,1,GSI_field_inventory,observed_landslide,Meghalaya,26.00294,91.86692,
51.8,151.3,367.0,0.428055,1467.0,39.9948,77.7598,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.440259,92.849044,2016-07-17
1.5,11.3,28.0,0.402128,222.0,36.9934,199.2016,0,spatial_background_sample,spatial_background_reference,Tripura,23.990649,91.761947,2009-07-10
10.9,28.1,79.0,0.422522,4749.0,40.9538,245.8021,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.559692,93.542701,2016-07-17
3.8,8.2,24.4,0.401533,4979.0,6.2672,90.0,0,spatial_background_sample,spatial_background_reference,Sikkim,27.943283,88.704764,2025-09-11
3.5,9.5,17.9,0.413134,5256.0,25.0599,78.0248,0,spatial_background_sample,spatial_background_reference,Sikkim,27.899669,88.659876,2015-07-08
0.1,3.9,10.9,0.371025,71.0,10.2868,51.4172,0,spatial_background_sample,spatial_background_reference,Tripura,24.249114,92.14354,2009-07-10
61.9,120.9,163.8,0.376667,1000.0,21.2531,268.8076,1,GSI_field_inventory,observed_landslide,Mizoram,23.67444444,92.71472222,
66.5,99.9,174.1,0.425713,3746.0,19.0753,73.7063,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.729015,95.426071,2016-07-17
106.7,176.3,245.5,0.416757,108.0,5.8271,118.3803,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.786496,90.197184,2024-06-30
3.5,8.9,48.5,0.428674,3952.0,18.2708,326.3662,0,spatial_background_sample,spatial_background_reference,Sikkim,27.842567,88.529353,2024-07-21
9.3,31.8,49.2,0.415924,5382.0,31.9712,190.1277,0,spatial_background_sample,spatial_background_reference,Sikkim,27.878842,88.4846,2014-06-24
14.0,76.3,96.8,0.409296,21.0,2.7449,132.4167,0,spatial_background_sample,spatial_background_reference,Tripura,23.983865,91.321692,2018-05-18
7.6,20.7,39.8,0.463299,13.0,2.2187,114.6673,0,spatial_background_sample,spatial_background_reference,Tripura,23.290268,91.312183,2009-07-10
4.3,37.9,196.3,0.425917,3000.0,37.8543,307.1099,0,spatial_background_sample,spatial_background_reference,Sikkim,27.500487,88.334853,2024-07-21
18.9,33.7,83.1,0.477719,62.0,2.261,245.8246,0,spatial_background_sample,spatial_background_reference,Assam,26.129376,92.613108,2016-05-27
2.0,21.0,85.4,0.484417,251.0,5.9059,159.6976,0,spatial_background_sample,spatial_background_reference,Nagaland,25.710317,93.59779,2009-08-20
5.0,14.9,34.7,0.396973,188.0,2.7407,47.5028,0,spatial_background_sample,spatial_background_reference,Tripura,23.617358,91.841136,2009-07-10
51.3,113.6,137.1,0.482176,92.0,1.0369,90.0,0,spatial_background_sample,spatial_background_reference,Assam,26.693195,91.948845,2017-06-13
61.9,120.9,163.8,0.376667,1046.0,52.0775,98.8877,1,GSI_field_inventory,observed_landslide,Mizoram,23.66416667,92.72055556,
0.9,9.4,20.4,0.398661,50.0,1.0152,90.0,0,spatial_background_sample,spatial_background_reference,Tripura,24.153156,91.795004,2009-07-10
33.9,86.2,104.5,0.46986,55.0,7.598,328.0519,0,spatial_background_sample,spatial_background_reference,Tripura,23.60562,91.527984,2018-05-18
34.4,64.3,133.8,0.348458,838.0,30.376,253.9677,1,GSI_field_inventory,observed_landslide,Mizoram,23.141474,92.750577,
18.4,42.5,132.8,0.425033,2777.0,60.8987,199.0844,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.251678,93.631358,2016-07-16
24.2,60.5,78.1,0.456738,79.0,1.3695,47.4403,0,spatial_background_sample,spatial_background_reference,Tripura,23.328516,91.644975,2018-05-18
52.3,117.8,140.2,0.415991,47.0,11.6913,51.309,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.709611,90.036962,2009-07-01
2.8,5.0,20.4,0.411147,5947.0,34.3357,353.8406,0,spatial_background_sample,spatial_background_reference,Sikkim,28.053773,88.559033,2021-06-18
0.0,8.9,197.0,0.368077,66.0,3.2393,73.3994,0,spatial_background_sample,spatial_background_reference,Assam,26.571829,89.890295,2016-05-22
4.6,27.7,48.2,0.320077,5634.0,14.6102,259.2751,0,spatial_background_sample,spatial_background_reference,Sikkim,27.886931,88.185216,2013-08-28
10.0,27.9,67.8,0.421987,3990.0,15.2896,270.0,0,spatial_background_sample,spatial_background_reference,Sikkim,27.473796,88.167228,2025-09-11
16.1,23.5,92.7,0.34475,5163.0,8.8387,159.3679,0,spatial_background_sample,spatial_background_reference,Sikkim,27.709952,88.223483,2012-06-22
33.0,218.5,308.4,0.344942,500.0,24.4237,355.5492,0,spatial_background_sample,spatial_background_reference,Mizoram,23.412423,92.493,2025-05-31
3.2,23.5,36.3,0.36083,4965.0,14.12,25.8544,0,spatial_background_sample,spatial_background_reference,Sikkim,27.822163,88.430603,2024-08-21
19.3,83.2,154.5,0.400625,878.0,29.0428,183.1794,1,GSI_field_inventory,observed_landslide,Mizoram,23.09758333,93.21623333,
3.6,18.7,36.8,0.357665,5228.0,33.3404,155.4211,0,spatial_background_sample,spatial_background_reference,Sikkim,27.582652,88.080123,2015-07-08
3.0,89.6,151.9,0.501385,624.0,23.2591,54.2849,1,GSI_field_inventory,observed_landslide,Assam,25.24194444,93.14319444,
16.6,74.9,128.3,0.399135,673.0,23.0086,223.5909,1,GSI_field_inventory,observed_landslide,Mizoram,24.18566111,93.53935278,
3.7,7.3,14.3,0.423421,5272.0,36.3606,309.5642,0,spatial_background_sample,spatial_background_reference,Sikkim,27.969087,88.640646,2022-06-15
22.0,51.5,64.0,0.491266,1104.0,17.6815,329.5739,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.654713,91.430439,2022-06-17
65.0,128.9,173.2,0.379844,1007.0,51.7628,301.9619,1,GSI_field_inventory,observed_landslide,Mizoram,23.49083333,92.70555556,
49.4,108.6,154.4,0.376667,1002.0,36.1416,172.6988,1,GSI_field_inventory,observed_landslide,Mizoram,23.69972222,92.71694444,
18.0,32.1,82.8,0.402734,5062.0,25.7217,199.9764,0,spatial_background_sample,spatial_background_reference,Sikkim,27.840552,88.361602,2021-06-18
21.3,59.6,162.8,0.425708,1087.0,44.3792,214.2905,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.372121,95.098353,2016-07-17
1.0,16.2,165.3,0.408432,29.0,1.3848,228.0204,0,spatial_background_sample,spatial_background_reference,Assam,25.873652,90.008651,2016-05-22
8.1,38.9,131.8,0.489012,781.0,21.5436,349.414,0,spatial_background_sample,spatial_background_reference,Nagaland,26.901711,95.182183,2008-08-16
61.9,120.9,163.8,0.379417,829.0,21.132,337.1319,1,GSI_field_inventory,observed_landslide,Mizoram,23.64166667,92.72416667,
20.2,29.5,73.5,0.428046,4485.0,43.4308,334.8589,0,spatial_background_sample,spatial_background_reference,Sikkim,27.812482,88.760624,2012-06-22
61.9,120.9,163.8,0.376667,1098.0,19.559,22.6813,1,GSI_field_inventory,observed_landslide,Mizoram,23.68743333,92.72129167,
25.3,73.9,184.7,0.485515,102.0,1.8523,0.0,0,spatial_background_sample,spatial_background_reference,Assam,27.143526,94.895938,2016-05-22
2.7,12.2,20.0,0.392527,146.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.806932,91.796526,2009-07-10
203.2,281.2,390.1,0.322735,97.0,4.2097,28.5123,0,spatial_background_sample,spatial_background_reference,Mizoram,23.013411,92.443089,2025-05-30
13.6,20.5,119.6,0.425835,2013.0,12.7938,184.5173,0,spatial_background_sample,spatial_background_reference,Manipur,25.299502,93.840255,2007-09-12
63.0,119.1,243.4,0.475152,1486.0,12.234,98.5774,0,spatial_background_sample,spatial_background_reference,Assam,25.176861,92.682386,2020-06-02
20.6,49.0,67.9,0.484812,276.0,31.252,102.3074,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.847874,90.72269,2019-06-27
2.4,5.5,17.5,0.410235,4789.0,23.7695,66.1804,0,spatial_background_sample,spatial_background_reference,Sikkim,28.00311,88.587739,2025-09-11
57.3,288.1,399.0,0.383406,418.0,17.8295,168.9424,1,GSI_field_inventory,observed_landslide,Mizoram,23.299312,92.692614,
1.5,11.3,28.0,0.399807,90.0,7.1156,82.5575,0,spatial_background_sample,spatial_background_reference,Tripura,23.877031,91.681638,2009-07-10
2.4,8.1,22.8,0.38422,5332.0,25.3138,135.8815,0,spatial_background_sample,spatial_background_reference,Sikkim,27.879814,88.744637,2022-08-25
2.9,4.1,5.1,0.33306,5973.0,50.1265,358.2473,0,spatial_background_sample,spatial_background_reference,Sikkim,27.962326,88.290662,2023-10-04
12.3,58.0,106.7,0.488668,138.0,1.0468,270.0,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.75401,95.830726,2016-07-17
37.5,70.1,197.8,0.352592,5812.0,62.8821,6.4374,0,spatial_background_sample,spatial_background_reference,Sikkim,27.588393,88.148045,2012-06-22
25.0,74.8,115.3,0.426786,3499.0,37.3077,109.8474,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.377863,96.294139,2016-04-22
62.0,123.0,185.2,0.381719,1076.0,31.3452,344.454,1,GSI_field_inventory,observed_landslide,Mizoram,23.471041,92.85503,
85.1,204.5,323.4,0.422171,45.0,2.2657,114.1221,0,spatial_background_sample,spatial_background_reference,Assam,26.418572,90.927631,2016-05-17
20.4,73.1,89.9,0.466682,174.0,3.1647,287.0044,0,spatial_background_sample,spatial_background_reference,Tripura,23.444498,91.626282,2018-05-18
20.6,49.5,148.5,0.425932,2395.0,42.3546,248.1326,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.463648,93.890896,2016-07-16
5.7,15.6,38.0,0.481923,22.0,6.1127,98.684,0,spatial_background_sample,spatial_background_reference,Tripura,23.592384,91.336084,2009-07-10
12.0,98.4,142.9,0.448975,61.0,2.1196,150.9028,0,spatial_background_sample,spatial_background_reference,Assam,26.048026,92.668548,2016-05-17
65.0,128.9,173.2,0.376812,1095.0,22.7387,12.7667,1,GSI_field_inventory,observed_landslide,Mizoram,23.41694444,92.71805556,
34.5,129.3,165.5,0.432692,397.0,2.1286,29.5342,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.052246,96.03241,2016-04-22
114.4,290.8,419.9,0.494439,39.0,5.6341,349.559,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.250202,90.283458,2022-06-17
3.4,5.2,10.8,0.412552,4959.0,14.7535,295.4554,0,spatial_background_sample,spatial_background_reference,Sikkim,27.866437,88.787432,2014-07-08
34.2,58.9,119.9,0.425488,3845.0,27.0754,203.4632,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,29.086161,94.587247,2016-07-17
15.9,87.0,113.5,0.399568,90.0,10.3957,74.6678,0,spatial_background_sample,spatial_background_reference,Tripura,23.948388,91.542255,2018-05-18
52.9,243.6,378.2,0.348985,242.0,25.2307,256.1016,0,spatial_background_sample,spatial_background_reference,Mizoram,23.207397,92.370696,2025-06-01
20.2,29.5,73.5,0.426884,4919.0,12.9862,45.4803,0,spatial_background_sample,spatial_background_reference,Sikkim,27.7442,88.837137,2012-06-22
0.4,0.4,2.0,0.34525,4942.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Sikkim,28.060955,88.64477,2021-05-18
51.5,120.8,182.7,0.426853,1666.0,23.72,276.3385,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.296788,93.343189,2016-07-16
26.6,52.6,123.6,0.425046,2054.0,53.2828,92.765,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.187377,93.835736,2016-07-17
32.2,214.3,317.7,0.372094,941.0,20.7805,7.3382,1,GSI_field_inventory,observed_landslide,Mizoram,23.298928,92.857435,
15.9,16.6,17.5,0.32225,5409.0,25.8365,289.5081,0,spatial_background_sample,spatial_background_reference,Sikkim,27.662698,88.241287,2022-06-15
28.0,147.9,382.2,0.428699,2847.0,25.9483,304.3944,0,spatial_background_sample,spatial_background_reference,Sikkim,27.635638,88.382892,2012-07-17
1.5,11.3,28.0,0.403719,47.0,3.5578,58.6593,0,spatial_background_sample,spatial_background_reference,Tripura,24.010207,91.679413,2009-07-10
14.8,57.4,99.4,0.423772,2054.0,57.8349,31.331,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.355009,96.507127,2016-07-16
4.8,15.9,31.7,0.488574,36.0,2.9541,199.9465,0,spatial_background_sample,spatial_background_reference,Tripura,23.293274,91.385438,2009-07-10
1.7,4.0,6.9,0.397923,4796.0,39.0763,44.202,0,spatial_background_sample,spatial_background_reference,Sikkim,27.69435,88.362619,2022-08-25
19.1,45.2,70.5,0.38565,57.0,0.0,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.604193,90.865944,2016-08-31
2.7,12.2,20.0,0.396973,164.0,13.9901,67.0826,0,spatial_background_sample,spatial_background_reference,Tripura,23.649942,91.76015,2009-07-10
83.1,210.6,264.2,0.490824,558.0,4.23,150.9836,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.655287,90.833039,2025-05-30
