sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule,dem_tile,elevation,slope,aspect,terrain_source,terrain_source_type,terrain_status,reference_date,reference_date_source,reference_date_rule,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
BG-05909,Tripura,23.708947,92.196604,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,181.0,12.1613,227.5228,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,7.1,44.0,64.2,Open-Meteo historical weather,reanalysis,available,0.392083,0.373321,0.271137,0.320655,0.339299,Open-Meteo ERA5-Land,reanalysis,available
BG-05910,Tripura,23.934842,91.647145,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,57.0,6.6566,294.5606,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.5,11.3,28.0,Open-Meteo historical weather,reanalysis,available,0.405155,0.407935,0.411012,0.369262,0.398341,Open-Meteo ERA5-Land,reanalysis,available
BG-05911,Tripura,23.938008,91.26631,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,9.0,2.0264,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,8.5,59.4,79.5,Open-Meteo historical weather,reanalysis,available,0.4475,0.452149,0.473679,0.411625,0.446238,Open-Meteo ERA5-Land,reanalysis,available
BG-05912,Assam,26.45273,92.460061,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,65.0,3.461,36.6724,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.7,56.9,307.9,Open-Meteo historical weather,reanalysis,available,0.479131,0.490149,0.488565,0.51219,0.492509,Open-Meteo ERA5-Land,reanalysis,available
BG-05913,Sikkim,27.947548,88.156402,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5696.0,4.5763,293.8305,SRTM 1 arc-second DEM,DEM-derived,True,2014-08-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.5,7.3,46.9,Open-Meteo historical weather,reanalysis,available,0.33669,0.34331,0.314542,0.395,0.347385,Open-Meteo ERA5-Land,reanalysis,available
BG-05914,Arunachal Pradesh,27.623713,92.750236,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,1017.0,16.2132,38.8751,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,51.8,151.3,367.0,Open-Meteo historical weather,reanalysis,available,0.427935,0.428304,0.427637,0.429524,0.42835,Open-Meteo ERA5-Land,reanalysis,available
BG-05915,Arunachal Pradesh,28.125659,96.000839,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,1031.0,28.3904,206.1674,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,25.4,110.8,121.0,Open-Meteo historical weather,reanalysis,available,0.4235,0.422643,0.416488,0.425387,0.422004,Open-Meteo ERA5-Land,reanalysis,available
BG-05916,Sikkim,27.928729,88.552045,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4821.0,13.5005,246.1658,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.1,14.6,43.7,Open-Meteo historical weather,reanalysis,available,0.414958,0.401845,0.352827,0.404,0.393408,Open-Meteo ERA5-Land,reanalysis,available
BG-05917,Assam,27.144781,94.50902,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,92.0,1.3934,131.6645,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,36.3,123.8,243.8,Open-Meteo historical weather,reanalysis,available,0.46303,0.456054,0.471762,0.507149,0.474499,Open-Meteo ERA5-Land,reanalysis,available
BG-05918,Assam,26.799879,94.782593,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E094,125.0,0.9264,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.1,45.8,120.5,Open-Meteo historical weather,reanalysis,available,0.480762,0.492524,0.481542,0.420887,0.468929,Open-Meteo ERA5-Land,reanalysis,available
BG-05919,Mizoram,23.061927,92.446676,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,217.0,11.4846,142.7361,SRTM 1 arc-second DEM,DEM-derived,True,2025-06-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,59.7,339.1,496.8,Open-Meteo historical weather,reanalysis,available,0.418673,0.405714,0.27547,0.295,0.348714,Open-Meteo ERA5-Land,reanalysis,available
BG-05920,Assam,26.540083,92.802324,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,72.0,0.0,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.2,52.5,191.0,Open-Meteo historical weather,reanalysis,available,0.469167,0.490256,0.485631,0.516125,0.490295,Open-Meteo ERA5-Land,reanalysis,available
BG-05921,Sikkim,27.668655,88.320091,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,3595.0,20.0937,131.5296,SRTM 1 arc-second DEM,DEM-derived,True,2014-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,33.2,81.6,114.2,Open-Meteo historical weather,reanalysis,available,0.427601,0.42947,0.425536,0.435738,0.429586,Open-Meteo ERA5-Land,reanalysis,available
BG-05922,Arunachal Pradesh,27.74638,94.236531,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,663.0,29.1514,321.5107,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.9,43.6,109.7,Open-Meteo historical weather,reanalysis,available,0.422012,0.422375,0.421905,0.426679,0.423243,Open-Meteo ERA5-Land,reanalysis,available
BG-05923,Sikkim,27.655148,88.174941,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5364.0,55.0956,36.7726,SRTM 1 arc-second DEM,DEM-derived,True,2022-11-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.0,0.0,0.0,Open-Meteo historical weather,reanalysis,available,0.355,0.355,0.23,0.414,0.3385,Open-Meteo ERA5-Land,reanalysis,available
BG-05924,Arunachal Pradesh,28.747781,94.246587,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,2760.0,31.8351,195.5061,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,16.3,42.1,122.2,Open-Meteo historical weather,reanalysis,available,0.424232,0.425244,0.423827,0.428905,0.425552,Open-Meteo ERA5-Land,reanalysis,available
BG-05925,Meghalaya,25.755652,90.91137,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,614.0,9.8329,55.9613,SRTM 1 arc-second DEM,DEM-derived,True,2007-07-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,33.7,67.3,122.5,Open-Meteo historical weather,reanalysis,available,0.480387,0.486952,0.502512,0.50928,0.494783,Open-Meteo ERA5-Land,reanalysis,available
BG-05926,Tripura,23.985327,91.725894,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,114.0,10.0771,84.7797,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,8.6,60.8,75.4,Open-Meteo historical weather,reanalysis,available,0.422286,0.423387,0.420607,0.36875,0.408757,Open-Meteo ERA5-Land,reanalysis,available
BG-05927,Arunachal Pradesh,28.370837,94.534323,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,1863.0,19.4128,141.2621,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,29.7,46.0,151.6,Open-Meteo historical weather,reanalysis,available,0.422185,0.422327,0.423119,0.427655,0.423821,Open-Meteo ERA5-Land,reanalysis,available
BG-05928,Arunachal Pradesh,28.520315,93.382776,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,4390.0,23.493,345.2841,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,9.6,22.7,62.7,Open-Meteo historical weather,reanalysis,available,0.419476,0.420702,0.414875,0.428696,0.420937,Open-Meteo ERA5-Land,reanalysis,available
BG-05929,Arunachal Pradesh,28.761646,94.322717,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,2782.0,23.7009,45.5857,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,8.7,19.7,34.2,Open-Meteo historical weather,reanalysis,available,0.407929,0.407887,0.412607,0.416875,0.411324,Open-Meteo ERA5-Land,reanalysis,available
BG-05930,Sikkim,27.881887,88.698216,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4421.0,22.9827,319.6854,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,5.9,24.4,37.4,Open-Meteo historical weather,reanalysis,available,0.428607,0.428738,0.428536,0.429607,0.428872,Open-Meteo ERA5-Land,reanalysis,available
BG-05931,Meghalaya,25.938815,90.806501,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,62.0,3.2232,253.3137,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-31,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,7.0,190.0,266.7,Open-Meteo historical weather,reanalysis,available,0.47703,0.480637,0.50847,0.451875,0.479503,Open-Meteo ERA5-Land,reanalysis,available
BG-05932,Tripura,23.866846,91.881707,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,110.0,12.2626,243.4894,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.2,8.5,12.6,Open-Meteo historical weather,reanalysis,available,0.402357,0.403845,0.407976,0.356667,0.392711,Open-Meteo ERA5-Land,reanalysis,available
BG-05933,Arunachal Pradesh,28.901173,95.426165,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,2618.0,20.6994,236.1991,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,50.6,81.7,140.9,Open-Meteo historical weather,reanalysis,available,0.425143,0.42575,0.425976,0.428458,0.426332,Open-Meteo ERA5-Land,reanalysis,available
BG-05934,Mizoram,22.932251,93.12085,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N22E093,756.0,21.9248,253.6676,SRTM 1 arc-second DEM,DEM-derived,True,2024-05-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,27.3,64.1,89.5,Open-Meteo historical weather,reanalysis,available,0.379554,0.345673,0.229298,0.310131,0.316164,Open-Meteo ERA5-Land,reanalysis,available
BG-05935,Sikkim,27.564263,88.133651,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5076.0,29.8229,9.1544,SRTM 1 arc-second DEM,DEM-derived,True,2024-07-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,9.1,22.2,46.9,Open-Meteo historical weather,reanalysis,available,0.432048,0.428988,0.268536,0.42,0.387393,Open-Meteo ERA5-Land,reanalysis,available
BG-05936,Sikkim,27.946765,88.221308,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5316.0,14.9528,38.0858,SRTM 1 arc-second DEM,DEM-derived,True,2023-10-04,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,9.6,13.3,16.8,Open-Meteo historical weather,reanalysis,available,0.388506,0.385518,0.364006,0.403917,0.385487,Open-Meteo ERA5-Land,reanalysis,available
BG-05937,Arunachal Pradesh,27.639633,92.418134,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,4620.0,31.6263,13.7159,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,25.0,105.8,187.0,Open-Meteo historical weather,reanalysis,available,0.427274,0.42781,0.427101,0.429315,0.427875,Open-Meteo ERA5-Land,reanalysis,available
BG-05938,Sikkim,27.819829,88.315364,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5437.0,12.9151,189.1755,SRTM 1 arc-second DEM,DEM-derived,True,2013-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,5.6,23.1,32.6,Open-Meteo historical weather,reanalysis,available,0.297321,0.273405,0.115024,0.340173,0.256481,Open-Meteo ERA5-Land,reanalysis,available
BG-05939,Arunachal Pradesh,28.737002,96.543722,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,3657.0,43.137,18.3544,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,21.6,38.8,85.1,Open-Meteo historical weather,reanalysis,available,0.423923,0.424244,0.425214,0.427,0.425095,Open-Meteo ERA5-Land,reanalysis,available
BG-05940,Tripura,23.810342,91.818451,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,115.0,2.0244,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,27.0,87.2,106.2,Open-Meteo historical weather,reanalysis,available,0.41772,0.417911,0.404661,0.339333,0.394906,Open-Meteo ERA5-Land,reanalysis,available
BG-05941,Tripura,23.475017,91.901998,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,113.0,3.8352,15.2461,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,15.1,58.8,78.2,Open-Meteo historical weather,reanalysis,available,0.410024,0.403952,0.351196,0.333524,0.374674,Open-Meteo ERA5-Land,reanalysis,available
BG-05942,Arunachal Pradesh,27.84011,95.10212,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,280.0,26.2794,58.4029,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.6,92.2,120.5,Open-Meteo historical weather,reanalysis,available,0.434482,0.44172,0.433357,0.464435,0.443499,Open-Meteo ERA5-Land,reanalysis,available
BG-05943,Tripura,23.62005,91.382881,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,51.0,3.8355,15.2622,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,35.3,97.7,113.1,Open-Meteo historical weather,reanalysis,available,0.474113,0.484149,0.48706,0.43478,0.470025,Open-Meteo ERA5-Land,reanalysis,available
BG-05944,Meghalaya,25.432475,89.941686,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,68.0,13.5595,143.5651,SRTM 1 arc-second DEM,DEM-derived,True,2024-07-02,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,13.6,186.5,232.1,Open-Meteo historical weather,reanalysis,available,0.416881,0.418161,0.420274,0.38719,0.410626,Open-Meteo ERA5-Land,reanalysis,available
BG-05945,Tripura,23.870644,91.81367,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,104.0,7.5977,232.6907,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.7,12.2,20.0,Open-Meteo historical weather,reanalysis,available,0.40572,0.408167,0.411613,0.377887,0.400847,Open-Meteo ERA5-Land,reanalysis,available
BG-05946,Tripura,24.072189,91.971238,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,63.0,3.8365,195.313,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.5,6.1,13.1,Open-Meteo historical weather,reanalysis,available,0.391048,0.393321,0.405893,0.345845,0.384027,Open-Meteo ERA5-Land,reanalysis,available
BG-05947,Sikkim,27.860863,88.293577,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5180.0,35.7548,151.1428,SRTM 1 arc-second DEM,DEM-derived,True,2022-10-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.4,2.6,41.9,Open-Meteo historical weather,reanalysis,available,0.316875,0.310875,0.261089,0.317905,0.301686,Open-Meteo ERA5-Land,reanalysis,available
BG-05948,Tripura,23.436361,91.633907,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,95.0,14.0572,44.7362,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.4,73.1,89.9,Open-Meteo historical weather,reanalysis,available,0.480202,0.487792,0.463839,0.434893,0.466682,Open-Meteo ERA5-Land,reanalysis,available
BG-05949,Tripura,23.11972,91.715847,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,65.0,4.1274,77.0515,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,29.2,69.5,87.0,Open-Meteo historical weather,reanalysis,available,0.471935,0.481565,0.385345,0.429185,0.442007,Open-Meteo ERA5-Land,reanalysis,available
BG-05950,Arunachal Pradesh,28.041154,93.925647,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,1694.0,25.9283,299.9254,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,15.0,29.0,106.3,Open-Meteo historical weather,reanalysis,available,0.423577,0.424292,0.424756,0.427875,0.425125,Open-Meteo ERA5-Land,reanalysis,available
BG-05951,Tripura,24.178256,92.12714,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,58.0,8.5231,108.886,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.1,3.9,10.9,Open-Meteo historical weather,reanalysis,available,0.370958,0.374256,0.406726,0.332161,0.371025,Open-Meteo ERA5-Land,reanalysis,available
BG-05952,Assam,26.646299,93.319583,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,75.0,2.7772,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,3.3,33.5,216.4,Open-Meteo historical weather,reanalysis,available,0.468179,0.489214,0.484488,0.515935,0.489454,Open-Meteo ERA5-Land,reanalysis,available
BG-05953,Arunachal Pradesh,28.672367,95.593395,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,3110.0,30.005,212.857,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,66.5,99.9,174.1,Open-Meteo historical weather,reanalysis,available,0.42328,0.423601,0.424226,0.427095,0.424551,Open-Meteo ERA5-Land,reanalysis,available
BG-05954,Tripura,24.040175,91.858966,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,73.0,2.028,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.5,11.3,28.0,Open-Meteo historical weather,reanalysis,available,0.403131,0.406042,0.409095,0.366565,0.396208,Open-Meteo ERA5-Land,reanalysis,available
BG-05955,Meghalaya,25.996895,90.409032,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,61.0,8.4201,209.0866,SRTM 1 arc-second DEM,DEM-derived,True,2020-05-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,68.5,150.4,285.1,Open-Meteo historical weather,reanalysis,available,0.424821,0.426435,0.415226,0.347982,0.403616,Open-Meteo ERA5-Land,reanalysis,available
BG-05956,Tripura,24.174656,91.829613,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,40.0,3.4382,36.1576,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,6.8,61.0,84.1,Open-Meteo historical weather,reanalysis,available,0.418411,0.420946,0.419107,0.364393,0.405714,Open-Meteo ERA5-Land,reanalysis,available
BG-05957,Sikkim,27.586532,88.437027,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,1647.0,42.8077,285.1801,SRTM 1 arc-second DEM,DEM-derived,True,2022-08-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.4,9.6,31.3,Open-Meteo historical weather,reanalysis,available,0.420732,0.42244,0.419167,0.42853,0.422717,Open-Meteo ERA5-Land,reanalysis,available
BG-05958,Meghalaya,25.228314,90.399537,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,92.0,12.2689,144.8751,SRTM 1 arc-second DEM,DEM-derived,True,2024-10-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,23.6,28.6,374.6,Open-Meteo historical weather,reanalysis,available,0.421899,0.421994,0.419256,0.433429,0.424144,Open-Meteo ERA5-Land,reanalysis,available
BG-05959,Tripura,23.846818,91.849772,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,114.0,10.8149,40.377,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.7,12.2,20.0,Open-Meteo historical weather,reanalysis,available,0.402774,0.404411,0.408357,0.354565,0.392527,Open-Meteo ERA5-Land,reanalysis,available
BG-05960,Tripura,23.00972,91.679641,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,23.0,3.0168,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,26.9,65.8,86.8,Open-Meteo historical weather,reanalysis,available,0.472101,0.48022,0.367214,0.425458,0.436249,Open-Meteo ERA5-Land,reanalysis,available
BG-05961,Manipur,24.716009,93.933899,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,783.0,2.9579,200.1506,SRTM 1 arc-second DEM,DEM-derived,True,2008-06-19,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.4,34.5,72.2,Open-Meteo historical weather,reanalysis,available,0.42853,0.423518,0.276589,0.349042,0.36942,Open-Meteo ERA5-Land,reanalysis,available
BG-05962,Sikkim,27.521568,88.39967,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,2716.0,31.0438,268.4606,SRTM 1 arc-second DEM,DEM-derived,True,2014-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,21.6,183.9,458.2,Open-Meteo historical weather,reanalysis,available,0.427583,0.42794,0.426827,0.429423,0.427943,Open-Meteo ERA5-Land,reanalysis,available
BG-05963,Assam,26.528624,90.751588,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,46.0,4.2375,330.8018,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,88.4,228.4,287.6,Open-Meteo historical weather,reanalysis,available,0.40169,0.395113,0.427756,0.45672,0.42032,Open-Meteo ERA5-Land,reanalysis,available
BG-05964,Tripura,23.70931,91.433246,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,38.0,2.2246,294.5982,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,26.1,98.1,119.9,Open-Meteo historical weather,reanalysis,available,0.476071,0.484827,0.495744,0.43919,0.473958,Open-Meteo ERA5-Land,reanalysis,available
BG-05965,Arunachal Pradesh,29.103751,95.043688,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E095,1649.0,29.3399,143.6561,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,59.1,147.6,231.1,Open-Meteo historical weather,reanalysis,available,0.424804,0.425315,0.424881,0.428732,0.425933,Open-Meteo ERA5-Land,reanalysis,available
BG-05966,Arunachal Pradesh,27.814551,95.925633,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,144.0,1.0474,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,24.6,107.8,151.1,Open-Meteo historical weather,reanalysis,available,0.473054,0.471089,0.48528,0.505804,0.483807,Open-Meteo ERA5-Land,reanalysis,available
BG-05967,Assam,25.582956,92.875283,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,193.0,7.6316,327.6441,SRTM 1 arc-second DEM,DEM-derived,True,2020-06-02,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.8,21.8,72.0,Open-Meteo historical weather,reanalysis,available,0.465458,0.47531,0.506387,0.483018,0.482543,Open-Meteo ERA5-Land,reanalysis,available
BG-05968,Arunachal Pradesh,28.74358,96.577123,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,4663.0,35.4395,1.4848,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.9,35.5,76.9,Open-Meteo historical weather,reanalysis,available,0.426351,0.427494,0.424685,0.431125,0.427414,Open-Meteo ERA5-Land,reanalysis,available
BG-05969,Tripura,23.346777,91.752897,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,62.0,5.1161,259.595,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.6,34.6,60.2,Open-Meteo historical weather,reanalysis,available,0.418708,0.421185,0.417417,0.339631,0.399235,Open-Meteo ERA5-Land,reanalysis,available
BG-05970,Tripura,24.193182,92.109379,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,47.0,2.9565,200.0738,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.7,70.1,85.9,Open-Meteo historical weather,reanalysis,available,0.408131,0.404899,0.339006,0.329,0.370259,Open-Meteo ERA5-Land,reanalysis,available
