sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule,dem_tile,elevation,slope,aspect,terrain_source,terrain_source_type,terrain_status,reference_date,reference_date_source,reference_date_rule
BG-05593,Arunachal Pradesh,27.65957,92.04769,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,4099.0,25.3079,112.095,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05594,Mizoram,23.030466,92.395074,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,51.0,2.2152,245.2905,SRTM 1 arc-second DEM,DEM-derived,True,2024-05-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05595,Sikkim,27.682458,88.44681,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,3306.0,32.8941,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2024-08-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05596,Manipur,24.712561,93.863264,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,772.0,2.1141,331.1712,SRTM 1 arc-second DEM,DEM-derived,True,2007-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05597,Assam,26.37117,93.605835,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,501.0,28.6749,214.1241,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05598,Meghalaya,25.920023,90.507194,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,168.0,22.8414,331.9981,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05599,Arunachal Pradesh,27.197672,92.863297,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,541.0,22.0364,296.0674,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05600,Assam,27.276331,94.582909,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,99.0,3.2579,253.4971,SRTM 1 arc-second DEM,DEM-derived,True,2017-06-13,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05601,Tripura,23.752638,91.504845,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,74.0,0.9264,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05602,Tripura,23.697426,91.465894,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,63.0,5.1292,100.3779,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05603,Meghalaya,25.823175,90.232919,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,101.0,9.6725,198.4322,SRTM 1 arc-second DEM,DEM-derived,True,2014-09-23,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05604,Tripura,23.644165,91.438401,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,67.0,6.1151,261.3194,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05605,Tripura,23.518568,91.655553,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,39.0,2.1095,28.6035,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05606,Tripura,23.507031,91.566224,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,32.0,2.9547,160.0238,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05607,Arunachal Pradesh,27.357427,93.602686,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,2087.0,18.7779,205.3644,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05608,Arunachal Pradesh,28.577036,96.360654,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,3899.0,24.1915,259.6322,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05609,Assam,26.177576,93.819016,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,126.0,1.3868,48.0942,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05610,Tripura,23.40765,91.569311,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,76.0,8.1655,132.5427,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05611,Sikkim,27.861534,88.217566,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5685.0,20.128,238.0335,SRTM 1 arc-second DEM,DEM-derived,True,2021-08-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05612,Tripura,23.045555,91.725741,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,41.0,7.5681,232.518,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05613,Arunachal Pradesh,27.754726,92.835879,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,2207.0,30.0117,78.6996,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05614,Tripura,23.651477,91.707265,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,123.0,12.9044,8.8643,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05615,Tripura,23.718289,92.187042,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,234.0,7.5998,211.9703,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05616,Meghalaya,25.894287,90.411918,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,130.0,6.4238,286.6923,SRTM 1 arc-second DEM,DEM-derived,True,2023-08-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05617,Sikkim,27.879178,88.164911,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,6009.0,10.7165,284.8519,SRTM 1 arc-second DEM,DEM-derived,True,2015-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05618,Tripura,23.653504,91.417973,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,53.0,5.0416,203.5903,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05619,Arunachal Pradesh,28.490873,95.99211,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,3423.0,21.8462,39.9756,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05620,Sikkim,27.660868,88.410707,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4065.0,22.4088,314.8974,SRTM 1 arc-second DEM,DEM-derived,True,2012-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05621,Tripura,23.970667,91.885676,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,113.0,14.4362,235.5766,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05622,Assam,27.739581,95.683064,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,131.0,1.0466,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05623,Tripura,23.548682,91.742632,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,145.0,6.7613,162.6893,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05624,Tripura,23.325927,91.586448,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,34.0,0.0,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05625,Tripura,23.910139,91.542597,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,157.0,2.9557,159.9669,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05626,Tripura,23.065902,91.605676,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,61.0,15.0078,344.7985,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05627,Assam,26.651671,89.944407,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E089,78.0,0.0,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05628,Assam,26.781215,93.44907,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,69.0,1.0377,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05629,Tripura,23.455975,91.40175,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,33.0,3.8352,195.244,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05630,Tripura,23.882122,91.800661,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,123.0,2.0256,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05631,Meghalaya,25.708882,90.587987,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,261.0,14.5385,356.0319,SRTM 1 arc-second DEM,DEM-derived,True,2014-09-23,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05632,Sikkim,27.574449,88.339368,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,2825.0,56.3351,146.0217,SRTM 1 arc-second DEM,DEM-derived,True,2022-06-15,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05633,Sikkim,28.002905,88.705234,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E088,5652.0,31.2283,265.4109,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05634,Tripura,24.038681,91.98419,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,54.0,6.3116,331.3001,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05635,Arunachal Pradesh,27.707557,92.796802,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,2868.0,13.3863,86.104,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05636,Meghalaya,25.180916,92.56237,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,496.0,19.1192,68.0896,SRTM 1 arc-second DEM,DEM-derived,True,2007-08-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05637,Tripura,23.722062,91.780695,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,132.0,12.1192,221.148,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05638,Arunachal Pradesh,27.083963,92.953976,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,1039.0,25.5305,169.0404,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05639,Arunachal Pradesh,28.830471,94.9574,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,999.0,35.3299,343.3554,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05640,Assam,27.850833,95.621972,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,125.0,1.0477,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2017-06-13,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05641,Arunachal Pradesh,28.290861,96.184502,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,1987.0,23.629,207.4973,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05642,Sikkim,27.652991,88.341778,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4463.0,48.916,76.1335,SRTM 1 arc-second DEM,DEM-derived,True,2021-06-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05643,Arunachal Pradesh,29.326666,95.987959,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E095,3731.0,44.0761,342.1533,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05644,Tripura,23.073361,91.656439,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,24.0,6.2943,72.9509,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05645,Arunachal Pradesh,27.724223,96.520892,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,1429.0,31.2537,338.8275,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05646,Arunachal Pradesh,27.56569,96.13848,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,409.0,18.1589,350.396,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05647,Arunachal Pradesh,28.478316,95.453911,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,2458.0,32.6351,230.8583,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05648,Tripura,23.459791,91.580398,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,49.0,1.3702,227.4686,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05649,Arunachal Pradesh,28.514948,95.681516,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,1394.0,45.5227,263.6189,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05650,Meghalaya,25.183681,90.464132,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,131.0,8.9168,294.3455,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-31,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05651,Assam,25.9748,89.941974,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,31.0,1.3855,311.9551,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05652,Assam,26.449521,92.550201,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,62.0,3.461,323.3284,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05653,Assam,25.952779,92.785791,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,69.0,0.9264,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05654,Tripura,24.287538,92.152549,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,39.0,2.7485,312.3489,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05655,Nagaland,26.436715,94.210134,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E094,334.0,29.7054,293.3776,SRTM 1 arc-second DEM,DEM-derived,True,2013-07-03,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05656,Tripura,23.652171,91.342074,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,34.0,5.6318,169.6878,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05657,Sikkim,27.678802,88.405707,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4167.0,50.2188,199.5397,SRTM 1 arc-second DEM,DEM-derived,True,2021-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05658,Sikkim,27.923697,88.803692,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5766.0,14.2986,59.4999,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05659,Tripura,23.841435,91.786475,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,101.0,11.0006,114.5762,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05660,Assam,26.743198,94.058335,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E094,82.0,1.8523,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05661,Tripura,24.10498,91.398972,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,22.0,2.9562,159.939,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05662,Assam,26.04418,93.644445,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,205.0,4.1514,228.0617,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05663,Assam,25.871685,92.87537,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,72.0,0.0,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05664,Meghalaya,25.682162,90.846804,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,364.0,17.3228,9.9375,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05665,Tripura,24.257821,92.086013,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,87.0,5.5414,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05666,Assam,26.06824,90.490915,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,51.0,8.0615,62.8287,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05667,Assam,26.555007,90.262063,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,69.0,3.4621,143.3032,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05668,Assam,26.971409,93.837664,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,86.0,4.1508,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05669,Tripura,23.690152,91.88257,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,129.0,7.5993,211.9647,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05670,Sikkim,28.079548,88.641114,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E088,5268.0,20.2015,84.9579,SRTM 1 arc-second DEM,DEM-derived,True,2022-10-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05671,Arunachal Pradesh,28.610645,93.447033,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,3603.0,34.6276,65.0725,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05672,Assam,27.576081,94.281283,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,446.0,26.9474,222.983,SRTM 1 arc-second DEM,DEM-derived,True,2025-06-04,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05673,Nagaland,25.565204,93.511162,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E093,323.0,3.2139,253.2641,SRTM 1 arc-second DEM,DEM-derived,True,2024-06-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05674,Assam,26.152642,90.123664,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,30.0,3.2286,73.3424,SRTM 1 arc-second DEM,DEM-derived,True,2014-05-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05675,Meghalaya,25.837304,91.768344,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E091,573.0,6.3329,209.0537,SRTM 1 arc-second DEM,DEM-derived,True,2023-04-13,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05676,Sikkim,27.870907,88.364945,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4623.0,8.1633,296.8004,SRTM 1 arc-second DEM,DEM-derived,True,2013-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05677,Tripura,23.96859,91.604069,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,46.0,1.8523,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05678,Tripura,23.851393,91.922284,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,118.0,6.3281,73.0453,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05679,Tripura,23.821273,91.496798,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,65.0,3.7006,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05680,Sikkim,27.789355,88.338922,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5203.0,8.1585,296.8177,SRTM 1 arc-second DEM,DEM-derived,True,2022-11-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05681,Sikkim,27.905523,88.636216,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5205.0,34.6468,140.5468,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05682,Assam,27.168725,95.087881,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,112.0,2.9654,200.5396,SRTM 1 arc-second DEM,DEM-derived,True,2018-08-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05683,Tripura,24.080833,91.855054,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,72.0,3.5593,121.3267,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05684,Meghalaya,25.860295,90.829331,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,203.0,15.4946,352.5514,SRTM 1 arc-second DEM,DEM-derived,True,2007-08-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05685,Assam,26.630708,93.964905,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,95.0,3.2408,106.5926,SRTM 1 arc-second DEM,DEM-derived,True,2018-08-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05686,Meghalaya,25.316281,89.980749,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,53.0,10.6452,238.9251,SRTM 1 arc-second DEM,DEM-derived,True,2007-07-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05687,Sikkim,27.983246,88.666719,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,6272.0,6.8481,293.8235,SRTM 1 arc-second DEM,DEM-derived,True,2025-09-11,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05688,Nagaland,25.619938,93.635153,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E093,352.0,10.9331,227.9596,SRTM 1 arc-second DEM,DEM-derived,True,2024-06-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05689,Sikkim,27.517256,88.370161,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,3988.0,22.3312,190.2267,SRTM 1 arc-second DEM,DEM-derived,True,2021-06-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-05690,Tripura,23.966131,91.672698,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,72.0,4.0487,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
